,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b1,b2,b3,sigma,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20],mu[21],mu[22],mu[23],mu[24],mu[25],mu[26],mu[27],mu[28],mu[29],mu[30]
61,43.4289,1.0,0.621484,2.0,7.0,0.0,-40.5097,0.0499116,0.860214,0.80145,0.149529,0.741001,0.585114,0.256322,-0.195425,1.39533,0.58993,-0.524183,0.312089,0.985157,-1.21287,0.550691,-0.410864,0.395781,-1.22859,-2.20139,0.0910069,0.57287,1.69667,0.0171839,-1.16413,0.560499,-0.0790012,1.21597,-1.88772,-1.02912,1.86637,-1.04061,-0.940435,0.930213,0.649473
62,45.615,0.988146,0.621484,2.0,3.0,0.0,-42.9085,0.0261174,0.854121,0.776738,0.133842,0.696275,0.543198,0.25864,-0.244465,1.33299,0.570955,-0.51846,0.293641,0.964315,-1.21189,0.509635,-0.437542,0.334713,-1.21668,-2.19018,0.0818834,0.549651,1.62715,0.000339369,-1.17819,0.513345,-0.0774083,1.18403,-1.87907,-1.0196,1.82197,-1.04939,-0.96207,0.892773,0.592963
63,46.0003,0.941129,0.621484,3.0,7.0,0.0,-43.1944,-0.00528103,0.830419,0.769231,0.130123,0.658115,0.508027,0.20044,-0.248441,1.28674,0.518058,-0.553529,0.249503,0.899814,-1.22061,0.47494,-0.451537,0.320451,-1.23325,-2.17414,0.0378959,0.500566,1.57646,-0.0353014,-1.177,0.482997,-0.123995,1.12042,-1.87141,-1.04093,1.74645,-1.05632,-0.962463,0.842793,0.566844
64,46.246,0.943011,0.621484,3.0,7.0,0.0,-44.6992,0.00673827,0.856065,0.774954,0.117282,0.675428,0.522321,0.244936,-0.269496,1.31118,0.554429,-0.534329,0.276215,0.948858,-1.23113,0.488797,-0.459124,0.309537,-1.23391,-2.21105,0.0654237,0.532262,1.60506,-0.0178446,-1.2001,0.49139,-0.0924553,1.1673,-1.89929,-1.03657,1.80523,-1.06986,-0.984605,0.873984,0.569561
65,43.4484,0.706175,0.621484,2.0,5.0,0.0,-42.1801,-0.0419311,0.863473,0.771181,0.159922,0.623717,0.470224,0.213508,-0.335411,1.25782,0.515258,-0.57367,0.233843,0.913614,-1.2818,0.43675,-0.51521,0.244317,-1.27865,-2.26843,0.0254989,0.490497,1.55148,-0.0630284,-1.25859,0.436046,-0.12851,1.12873,-1.95415,-1.08014,1.76787,-1.12383,-1.04453,0.82874,0.510089
66,43.8383,1.0,0.621484,2.0,3.0,0.0,-43.3035,-0.0372166,0.860445,0.764443,0.155968,0.622699,0.470105,0.22317,-0.335385,1.25183,0.51985,-0.561697,0.239116,0.917007,-1.26938,0.436879,-0.510138,0.240648,-1.26395,-2.25187,0.0331475,0.494251,1.54338,-0.0568163,-1.24937,0.4349,-0.118305,1.12936,-1.93876,-1.06634,1.76459,-1.11378,-1.03732,0.828831,0.506835
67,44.3524,1.0,0.621484,3.0,7.0,0.0,-42.4039,0.0298342,0.840646,0.801317,0.111437,0.720451,0.566489,0.205332,-0.184265,1.37222,0.549349,-0.555401,0.279199,0.934699,-1.21927,0.532261,-0.414613,0.400948,-1.24492,-2.18836,0.0557684,0.536827,1.67151,-0.00853664,-1.15766,0.54758,-0.119417,1.16927,-1.88152,-1.04906,1.81234,-1.04281,-0.933366,0.897155,0.642826
68,43.0117,0.880031,0.621484,3.0,7.0,0.0,-41.1245,0.0174529,0.863118,0.741303,0.107766,0.657922,0.507141,0.31561,-0.317813,1.27162,0.587838,-0.474541,0.3043,0.987478,-1.19732,0.474639,-0.46518,0.2495,-1.17737,-2.17855,0.108092,0.556308,1.55731,0.0067975,-1.19696,0.464571,-0.0310808,1.1878,-1.8649,-0.980458,1.81448,-1.05268,-0.992272,0.876259,0.525033
69,45.4536,1.0,0.621484,2.0,3.0,0.0,-41.9554,-0.00450496,0.870856,0.806566,0.1341,0.691092,0.533706,0.211412,-0.25968,1.35024,0.544374,-0.579286,0.262732,0.944726,-1.27891,0.499012,-0.472531,0.336864,-1.2921,-2.27885,0.0408711,0.526002,1.65404,-0.0359438,-1.23328,0.507422,-0.128842,1.17601,-1.96139,-1.09042,1.83248,-1.10668,-1.00833,0.884819,0.595296
70,44.5348,0.828981,0.621484,3.0,7.0,0.0,-40.6266,0.00483722,0.806382,0.772851,0.117817,0.67084,0.522777,0.167105,-0.194588,1.29891,0.501272,-0.562153,0.242451,0.87071,-1.19684,0.489808,-0.42014,0.3685,-1.22383,-2.12715,0.026417,0.490222,1.58711,-0.0334502,-1.13451,0.505831,-0.143724,1.09781,-1.83274,-1.03574,1.71639,-1.02569,-0.918034,0.838441,0.599118
71,45.8242,0.956471,0.621484,3.0,7.0,0.0,-42.4028,0.0219845,0.842521,0.781612,0.117649,0.696035,0.543654,0.229008,-0.223061,1.33462,0.552419,-0.535818,0.280039,0.939681,-1.21203,0.510047,-0.430397,0.354605,-1.22552,-2.17965,0.0648708,0.534941,1.62887,-0.00888639,-1.16689,0.518592,-0.0999646,1.16408,-1.8725,-1.03033,1.79972,-1.04482,-0.948848,0.882874,0.604198
72,43.6912,0.747263,0.621484,3.0,7.0,0.0,-41.9358,0.0282328,0.839248,0.819705,0.120945,0.734316,0.578842,0.174872,-0.157555,1.39844,0.537929,-0.582396,0.269721,0.921672,-1.23519,0.544032,-0.409107,0.434807,-1.27201,-2.20601,0.0386235,0.529949,1.70247,-0.017034,-1.15846,0.565572,-0.146125,1.16567,-1.89934,-1.07547,1.81579,-1.05018,-0.928336,0.901789,0.669699
73,43.9332,0.9979,0.621484,3.0,7.0,0.0,-41.8538,0.0483144,0.855977,0.773438,0.145358,0.715726,0.562763,0.288568,-0.229927,1.35043,0.596601,-0.490777,0.318307,0.99106,-1.18823,0.529289,-0.417964,0.348455,-1.1902,-2.16781,0.108123,0.574107,1.6439,0.0242409,-1.15832,0.531427,-0.0490224,1.20877,-1.85611,-0.992952,1.84604,-1.02762,-0.943293,0.914912,0.608931
74,45.2469,0.99597,0.621484,3.0,7.0,0.0,-42.9227,-0.00611408,0.866858,0.805544,0.111553,0.688548,0.531644,0.204928,-0.256318,1.3465,0.539028,-0.58184,0.258882,0.93741,-1.2769,0.497023,-0.471126,0.338592,-1.29155,-2.2727,0.0369465,0.521355,1.64961,-0.0383547,-1.22941,0.506243,-0.133327,1.16897,-1.95665,-1.09066,1.82352,-1.10425,-1.00464,0.88017,0.594943
75,44.6258,0.785929,0.621484,2.0,7.0,0.0,-42.5003,0.0024123,0.833834,0.771531,0.158814,0.667809,0.517181,0.210231,-0.242973,1.29843,0.528296,-0.546935,0.258571,0.911664,-1.2172,0.483986,-0.445958,0.327903,-1.2294,-2.1745,0.046446,0.510534,1.58911,-0.0274266,-1.17408,0.491802,-0.115679,1.13275,-1.87055,-1.03633,1.761,-1.05262,-0.958927,0.853638,0.575598
76,44.9153,0.996728,0.621484,3.0,7.0,0.0,-43.8498,-0.00524922,0.850654,0.773541,0.099503,0.66215,0.509699,0.226394,-0.274797,1.29625,0.537397,-0.547556,0.261205,0.929162,-1.23819,0.476274,-0.467041,0.302012,-1.24293,-2.21251,0.0503258,0.516169,1.58921,-0.0309067,-1.20467,0.479954,-0.108297,1.14796,-1.90266,-1.04666,1.7833,-1.07637,-0.989437,0.857871,0.559228
77,44.1325,0.934616,0.621484,3.0,7.0,0.0,-43.339,0.00319426,0.851217,0.793936,0.165639,0.687788,0.533453,0.206188,-0.238345,1.33586,0.53717,-0.566058,0.262301,0.928221,-1.2471,0.499361,-0.452481,0.347035,-1.26315,-2.22543,0.0431771,0.520488,1.63428,-0.0294977,-1.1982,0.509343,-0.125487,1.15706,-1.91503,-1.06573,1.80101,-1.07625,-0.976573,0.874626,0.597784
78,44.8568,0.998411,0.621484,3.0,7.0,0.0,-43.0346,0.0262026,0.838971,0.756479,0.144365,0.679012,0.529231,0.26399,-0.248769,1.30002,0.56432,-0.500049,0.291434,0.95102,-1.18445,0.496474,-0.431327,0.317466,-1.18547,-2.1443,0.0860745,0.541907,1.58724,0.00316958,-1.15636,0.498065,-0.0671524,1.16361,-1.83881,-0.992228,1.78756,-1.02775,-0.94611,0.874963,0.573299
79,46.3294,1.0,0.621484,2.0,3.0,0.0,-44.8009,-0.00202529,0.859171,0.781426,0.125579,0.672175,0.518185,0.231734,-0.274072,1.31272,0.54599,-0.549951,0.267044,0.941671,-1.24743,0.48442,-0.468396,0.30857,-1.2523,-2.23153,0.0539955,0.524582,1.60865,-0.0279894,-1.21346,0.488182,-0.106286,1.16273,-1.91857,-1.05406,1.80448,-1.08393,-0.996031,0.869792,0.568314
80,45.0129,0.814797,0.621484,1.0,3.0,0.0,-41.9626,-0.0110762,0.82069,0.767606,0.110246,0.650771,0.501779,0.181534,-0.240916,1.27706,0.502777,-0.562778,0.237928,0.879699,-1.21831,0.468841,-0.449718,0.324354,-1.235,-2.16192,0.0257887,0.487184,1.56535,-0.0433519,-1.16951,0.479143,-0.137897,1.10139,-1.86261,-1.04455,1.72314,-1.05263,-0.955159,0.829938,0.565394
81,43.984,0.950887,0.621484,2.0,3.0,0.0,-43.4637,-0.0141798,0.81873,0.746428,0.110003,0.629789,0.482887,0.205993,-0.270893,1.2414,0.507231,-0.538699,0.241549,0.8842,-1.20245,0.450654,-0.458022,0.285059,-1.2081,-2.14052,0.0378023,0.48724,1.52387,-0.0395512,-1.1687,0.454804,-0.115826,1.09574,-1.84227,-1.0191,1.70802,-1.04584,-0.960943,0.817296,0.531982
82,45.5331,0.927549,0.621484,3.0,7.0,0.0,-41.7851,-0.0162094,0.87105,0.800456,0.126256,0.674243,0.517386,0.208867,-0.280358,1.32925,0.535648,-0.582708,0.253467,0.936397,-1.28567,0.482888,-0.486371,0.313728,-1.29529,-2.28477,0.0341207,0.51583,1.63145,-0.0454354,-1.24488,0.489308,-0.132487,1.1646,-1.96734,-1.09388,1.81862,-1.11622,-1.02186,0.870864,0.574318
83,43.1914,0.689494,0.621484,2.0,7.0,0.0,-40.0358,-0.00824298,0.858867,0.840893,0.142034,0.716053,0.556763,0.138889,-0.195501,1.39709,0.512448,-0.635856,0.238123,0.905062,-1.30289,0.521074,-0.455151,0.411543,-1.34171,-2.29674,0.000797646,0.504746,1.70876,-0.0552832,-1.2228,0.543759,-0.189283,1.15577,-1.98287,-1.14048,1.82193,-1.11264,-0.986655,0.886522,0.651249
84,44.7302,1.0,0.621484,3.0,7.0,0.0,-42.7516,0.00598028,0.838399,0.738797,0.119115,0.643882,0.495742,0.268473,-0.293139,1.25277,0.551526,-0.49696,0.277526,0.938804,-1.18957,0.463563,-0.456782,0.265639,-1.18084,-2.14587,0.0793047,0.525193,1.53524,-0.0109785,-1.17476,0.459715,-0.0652392,1.14271,-1.84088,-0.988604,1.75916,-1.04068,-0.97005,0.84748,0.527029
85,43.3957,0.759241,0.621484,2.0,3.0,0.0,-40.4218,0.0272171,0.86533,0.761868,0.103021,0.685053,0.532213,0.299099,-0.282448,1.31305,0.590587,-0.490995,0.307736,0.990337,-1.20619,0.499022,-0.450623,0.294008,-1.1968,-2.19309,0.103416,0.563257,1.60442,0.0099468,-1.19141,0.494841,-0.0454403,1.20046,-1.87832,-0.998424,1.83644,-1.05281,-0.980333,0.89549,0.564014
86,45.2154,0.926337,0.621484,3.0,7.0,0.0,-40.5988,-0.0282653,0.840917,0.790694,0.115934,0.653407,0.50037,0.163051,-0.257858,1.29798,0.496359,-0.59914,0.225297,0.882365,-1.26872,0.466484,-0.476371,0.323061,-1.28819,-2.23629,0.00623016,0.481337,1.59448,-0.0628083,-1.2155,0.478361,-0.163574,1.1116,-1.92954,-1.09284,1.75039,-1.09709,-0.994552,0.8351,0.56865
87,45.6964,0.992295,0.621484,3.0,7.0,0.0,-44.7429,0.0178923,0.860102,0.770329,0.13497,0.68276,0.529673,0.269206,-0.271381,1.31586,0.571926,-0.514657,0.291772,0.96862,-1.21893,0.49626,-0.452841,0.306972,-1.21702,-2.20207,0.083362,0.547756,1.60894,-0.00388458,-1.19415,0.496242,-0.0711241,1.18397,-1.88898,-1.01917,1.8215,-1.06061,-0.980238,0.886005,0.570986
88,43.6148,0.780137,0.621484,2.0,3.0,0.0,-42.1292,0.00789325,0.89342,0.757608,0.128573,0.662658,0.507454,0.330598,-0.352922,1.29128,0.602717,-0.488376,0.308489,1.01686,-1.24144,0.474127,-0.494823,0.230304,-1.21527,-2.25548,0.109355,0.567852,1.58442,0.000294375,-1.24857,0.460626,-0.0298462,1.21938,-1.93098,-1.01194,1.86406,-1.09609,-1.03976,0.893066,0.518755
89,45.1006,0.997016,0.621484,2.0,7.0,0.0,-42.8448,0.0236164,0.85946,0.809461,0.131308,0.721442,0.56491,0.217224,-0.209153,1.38113,0.559205,-0.561626,0.282267,0.953658,-1.2453,0.530234,-0.433941,0.385124,-1.26596,-2.23443,0.0578267,0.544157,1.68452,-0.0121579,-1.18988,0.542794,-0.116387,1.18861,-1.92089,-1.06622,1.84203,-1.06928,-0.963639,0.906538,0.635684
90,45.5481,0.997494,0.621484,2.0,7.0,0.0,-44.7282,0.0117156,0.877486,0.785759,0.129783,0.689904,0.533735,0.268313,-0.283604,1.33571,0.577011,-0.531409,0.291185,0.981731,-1.24999,0.499651,-0.468578,0.306381,-1.24796,-2.25298,0.0786191,0.55232,1.63467,-0.0104518,-1.22481,0.499588,-0.0789192,1.20137,-1.93356,-1.04612,1.85172,-1.08853,-1.00662,0.89732,0.575778
91,44.378,0.921397,0.621484,3.0,7.0,0.0,-43.1866,0.0141165,0.811763,0.749441,0.143488,0.660495,0.514004,0.21885,-0.227137,1.27328,0.526838,-0.51846,0.264126,0.90014,-1.17182,0.481742,-0.422924,0.327941,-1.18276,-2.1035,0.0582954,0.509164,1.55583,-0.014344,-1.13113,0.488822,-0.0987051,1.11454,-1.80763,-0.99488,1.72547,-1.01235,-0.922201,0.842162,0.569636
92,42.0922,0.874238,0.621484,3.0,7.0,0.0,-40.3851,-0.054594,0.837884,0.739415,0.124704,0.583819,0.435673,0.206185,-0.352011,1.19306,0.49013,-0.558658,0.21638,0.877117,-1.2503,0.40348,-0.516726,0.206866,-1.24218,-2.20619,0.0178431,0.464059,1.47564,-0.0719206,-1.23467,0.399974,-0.127148,1.08143,-1.90137,-1.05001,1.69794,-1.10102,-1.02975,0.786805,0.467737
93,46.3274,1.0,0.621484,2.0,3.0,0.0,-41.9913,-0.0066945,0.849991,0.775805,0.117357,0.662601,0.510011,0.220615,-0.271968,1.29816,0.534227,-0.552413,0.258467,0.925547,-1.24106,0.476519,-0.467201,0.305573,-1.24743,-2.21511,0.0465836,0.513673,1.59165,-0.0333439,-1.20535,0.481105,-0.113348,1.1456,-1.90544,-1.05117,1.78162,-1.07808,-0.989384,0.85687,0.561631
94,45.9245,0.966703,0.621484,2.0,3.0,0.0,-45.7741,0.0181787,0.846854,0.769936,0.116909,0.682471,0.530714,0.249004,-0.250377,1.31364,0.558469,-0.521506,0.283499,0.948492,-1.20913,0.497443,-0.441599,0.323794,-1.21377,-2.17907,0.073623,0.537302,1.60524,-0.00731143,-1.17587,0.50106,-0.0842163,1.16624,-1.87061,-1.01838,1.79867,-1.0481,-0.961651,0.877385,0.579911
95,45.7144,0.894468,0.621484,2.0,7.0,0.0,-44.2586,0.0118347,0.86503,0.802317,0.121305,0.703744,0.547308,0.224644,-0.240007,1.35926,0.55652,-0.560635,0.27685,0.954137,-1.255,0.512809,-0.452689,0.353019,-1.26875,-2.24844,0.0560052,0.538534,1.66133,-0.0197987,-1.20879,0.521527,-0.113146,1.18444,-1.93309,-1.06836,1.83699,-1.0834,-0.984979,0.895655,0.609339
96,45.7072,0.989134,0.621484,3.0,7.0,0.0,-44.9887,-0.00789325,0.831937,0.759361,0.116023,0.647215,0.497863,0.214539,-0.267484,1.2693,0.521523,-0.542066,0.251624,0.90453,-1.21607,0.465081,-0.458607,0.297804,-1.22232,-2.16943,0.0442263,0.501414,1.55656,-0.0339887,-1.18109,0.469581,-0.112326,1.11993,-1.86635,-1.03023,1.74245,-1.05654,-0.969702,0.837342,0.548412
97,41.5524,0.636784,0.621484,3.0,7.0,0.0,-39.4212,-0.0555269,0.896344,0.817062,0.145671,0.649382,0.488565,0.1857,-0.336756,1.31889,0.51537,-0.6296,0.224493,0.928081,-1.35633,0.453281,-0.541485,0.271847,-1.36245,-2.38332,0.00148219,0.493454,1.6281,-0.0832589,-1.31949,0.457784,-0.166646,1.15961,-2.05679,-1.15554,1.82989,-1.18494,-1.09207,0.854721,0.54222
98,41.9751,0.976337,0.621484,3.0,7.0,0.0,-38.4963,0.0364392,0.80099,0.733074,0.125126,0.668829,0.524858,0.247758,-0.210716,1.26911,0.545272,-0.480484,0.285561,0.913935,-1.12842,0.493232,-0.396876,0.334351,-1.13556,-2.04665,0.0850793,0.52636,1.54621,0.0106228,-1.09323,0.498185,-0.0666286,1.12229,-1.75481,-0.950507,1.72247,-0.973947,-0.889091,0.850996,0.574982
99,44.4158,0.967281,0.621484,2.0,3.0,0.0,-41.4702,0.0202741,0.815061,0.745009,0.12858,0.662979,0.516563,0.236671,-0.23256,1.27316,0.538474,-0.504469,0.274129,0.913659,-1.16427,0.484412,-0.420957,0.321694,-1.17099,-2.09847,0.0705098,0.519013,1.55488,-0.00566315,-1.12919,0.489153,-0.083392,1.12521,-1.80151,-0.982738,1.73554,-1.0075,-0.921755,0.848773,0.566868
100,45.34,0.976445,0.621484,2.0,3.0,0.0,-43.8097,0.00630497,0.833118,0.747963,0.134236,0.651832,0.503386,0.247125,-0.271339,1.2663,0.542139,-0.511945,0.270911,0.9263,-1.19321,0.470962,-0.449078,0.289612,-1.19238,-2.14582,0.0683048,0.51914,1.55066,-0.0154244,-1.16782,0.471516,-0.0822349,1.13579,-1.84252,-1.00065,1.75406,-1.03905,-0.960051,0.847883,0.544741
101,45.5678,0.981878,0.621484,3.0,7.0,0.0,-44.4551,0.0203603,0.829523,0.765969,0.131483,0.680991,0.531283,0.229383,-0.225986,1.30728,0.54424,-0.524044,0.27579,0.925703,-1.19164,0.498311,-0.4262,0.341291,-1.20288,-2.14372,0.0654027,0.526209,1.59604,-0.00876919,-1.14996,0.505588,-0.0950983,1.14486,-1.84137,-1.01089,1.76921,-1.02861,-0.93641,0.866573,0.58823
102,42.5846,0.829196,0.621484,3.0,7.0,0.0,-42.1629,0.0183876,0.798387,0.807237,0.144305,0.713214,0.56285,0.118134,-0.119452,1.36371,0.490805,-0.599204,0.237734,0.85452,-1.20635,0.528845,-0.388795,0.455373,-1.25696,-2.13454,0.00670158,0.489506,1.66021,-0.0343606,-1.11215,0.558029,-0.182766,1.10029,-1.84233,-1.06859,1.73008,-1.01802,-0.884606,0.860094,0.669666
103,43.4691,0.84508,0.621484,2.0,7.0,0.0,-39.1569,0.0362387,0.833095,0.792599,0.162139,0.719371,0.566928,0.212362,-0.178093,1.36425,0.551778,-0.541706,0.283939,0.93374,-1.20038,0.533057,-0.404708,0.401237,-1.22493,-2.16051,0.0631352,0.539019,1.66045,-0.00125081,-1.1405,0.547756,-0.109717,1.16545,-1.85645,-1.03092,1.80211,-1.02619,-0.918698,0.895177,0.64145
104,42.2017,0.947335,0.621484,3.0,7.0,0.0,-40.0086,-0.030169,0.87168,0.762331,0.100029,0.628174,0.474672,0.251136,-0.349375,1.25728,0.539664,-0.545327,0.254348,0.942598,-1.26836,0.441404,-0.513172,0.229198,-1.25599,-2.26164,0.0506199,0.510957,1.54943,-0.0457563,-1.25743,0.435568,-0.0967666,1.15171,-1.94464,-1.05642,1.79025,-1.11616,-1.04642,0.842479,0.502898
105,40.801,0.981286,0.621484,3.0,7.0,0.0,-38.3968,0.0409041,0.858706,0.756291,0.194312,0.69392,0.542227,0.310334,-0.266028,1.31728,0.599845,-0.473683,0.319179,0.996523,-1.18327,0.509282,-0.433196,0.30612,-1.1741,-2.16266,0.116319,0.572783,1.60649,0.0236757,-1.16841,0.505214,-0.031526,1.20516,-1.8503,-0.977231,1.83638,-1.03095,-0.958869,0.90263,0.573975
106,43.2276,0.983099,0.621484,3.0,7.0,0.0,-38.6448,-0.0378637,0.888399,0.815709,0.141627,0.66576,0.50584,0.192694,-0.308251,1.33335,0.525298,-0.614724,0.237445,0.934063,-1.33204,0.470678,-0.517613,0.297384,-1.34145,-2.35092,0.0140107,0.504927,1.64138,-0.0674285,-1.29097,0.477007,-0.155571,1.16647,-2.02718,-1.13607,1.83323,-1.15952,-1.06372,0.866609,0.563394
107,45.4547,0.973813,0.621484,3.0,7.0,0.0,-41.2647,0.0269081,0.834924,0.774062,0.134015,0.694457,0.543496,0.232791,-0.216638,1.32694,0.552787,-0.525194,0.282825,0.936582,-1.19556,0.510208,-0.421556,0.355611,-1.20865,-2.15437,0.0698019,0.535351,1.61841,-0.00350741,-1.15121,0.518517,-0.0932965,1.15871,-1.85,-1.01524,1.78841,-1.03009,-0.935298,0.879839,0.603121
108,42.8079,0.832015,0.621484,3.0,7.0,0.0,-42.1647,-0.040912,0.880012,0.74856,0.140187,0.605983,0.4529,0.273586,-0.39302,1.22675,0.54393,-0.532839,0.254293,0.951748,-1.27343,0.419998,-0.535333,0.18241,-1.24897,-2.27264,0.0572009,0.510121,1.51611,-0.0492166,-1.27866,0.407436,-0.0810715,1.15238,-1.95297,-1.04857,1.78834,-1.12922,-1.07225,0.83188,0.465757
109,45.4104,0.906069,0.621484,2.0,7.0,0.0,-40.1479,-0.00805497,0.847232,0.755781,0.141631,0.644319,0.493793,0.243876,-0.297284,1.26589,0.539061,-0.528595,0.262871,0.929968,-1.22385,0.460978,-0.472721,0.271171,-1.22026,-2.19178,0.0588104,0.51456,1.55378,-0.0284395,-1.20178,0.460003,-0.091854,1.1406,-1.88342,-1.02553,1.76734,-1.06926,-0.992021,0.845892,0.532244
110,45.5114,0.916181,0.621484,3.0,7.0,0.0,-43.1295,0.00811541,0.864859,0.779912,0.107503,0.681145,0.526734,0.253109,-0.275212,1.32138,0.562796,-0.534496,0.281496,0.961424,-1.23997,0.492963,-0.463502,0.308533,-1.24107,-2.22945,0.0697633,0.539713,1.61749,-0.0156605,-1.21094,0.494632,-0.0882372,1.18062,-1.91454,-1.04186,1.82386,-1.07839,-0.994177,0.883101,0.572229
111,44.5094,0.823585,0.621484,3.0,7.0,0.0,-42.9554,0.0130454,0.852633,0.821247,0.141789,0.720674,0.563754,0.178727,-0.192052,1.38754,0.536107,-0.591904,0.262748,0.926534,-1.26094,0.528763,-0.434993,0.405008,-1.29179,-2.24529,0.0326654,0.525355,1.69335,-0.0288737,-1.19189,0.546994,-0.149267,1.16868,-1.93393,-1.09271,1.82442,-1.07815,-0.96172,0.896044,0.647496
112,45.432,1.0,0.621484,3.0,7.0,0.0,-44.3642,-0.010239,0.838708,0.75526,0.112597,0.641539,0.491893,0.228896,-0.286516,1.26168,0.528155,-0.535013,0.25528,0.914782,-1.2197,0.459178,-0.467942,0.279138,-1.22016,-2.17908,0.0503854,0.505525,1.54855,-0.0329185,-1.19237,0.460457,-0.102303,1.12681,-1.87371,-1.02703,1.75017,-1.06348,-0.982498,0.837873,0.535218
113,42.4852,0.779735,0.621484,3.0,7.0,0.0,-40.6806,0.00664229,0.827275,0.72716,0.170053,0.634534,0.488524,0.268311,-0.29111,1.23409,0.545783,-0.487171,0.27528,0.928013,-1.17152,0.456832,-0.450573,0.259499,-1.16186,-2.11482,0.0804364,0.519379,1.51233,-0.00944383,-1.15832,0.452454,-0.0612726,1.1283,-1.81391,-0.972271,1.73581,-1.02543,-0.956906,0.836262,0.518033
114,43.1099,0.927233,0.621484,3.0,7.0,0.0,-39.8651,-0.00619778,0.84241,0.829923,0.114006,0.708553,0.551854,0.130666,-0.182579,1.38004,0.502181,-0.62866,0.233502,0.88702,-1.28031,0.516682,-0.442882,0.414952,-1.32132,-2.25599,-0.00137217,0.495806,1.6871,-0.0541514,-1.19778,0.540561,-0.19038,1.13548,-1.94805,-1.12367,1.791,-1.0914,-0.964551,0.873425,0.648349
115,44.4311,0.842707,0.621484,3.0,7.0,0.0,-35.3404,0.0117705,0.815624,0.764952,0.152559,0.671288,0.523029,0.200172,-0.213695,1.29513,0.521505,-0.539313,0.258448,0.895997,-1.18975,0.490227,-0.42349,0.348944,-1.20752,-2.12788,0.046769,0.506486,1.58219,-0.0210417,-1.13964,0.501125,-0.116948,1.11736,-1.83039,-1.01814,1.73612,-1.02415,-0.925952,0.848404,0.5878
116,45.6847,1.0,0.621484,2.0,3.0,0.0,-44.3331,-0.00703847,0.833609,0.759965,0.136912,0.648609,0.49904,0.217177,-0.268458,1.27132,0.523861,-0.541051,0.253349,0.907682,-1.21687,0.466222,-0.458956,0.297585,-1.22262,-2.172,0.0459109,0.5035,1.55891,-0.0328608,-1.18254,0.470438,-0.110495,1.12305,-1.86832,-1.03018,1.74645,-1.05744,-0.971015,0.839536,0.549005
117,45.9368,0.995849,0.621484,3.0,7.0,0.0,-45.4014,-0.0105281,0.852315,0.774368,0.137774,0.657599,0.504911,0.222557,-0.28157,1.29248,0.533488,-0.552981,0.256705,0.926051,-1.24531,0.471443,-0.473442,0.296084,-1.24967,-2.22142,0.045692,0.512062,1.58582,-0.0359948,-1.21225,0.474915,-0.112899,1.14494,-1.91097,-1.05306,1.78123,-1.08348,-0.996812,0.854012,0.55403
118,42.4821,0.849389,0.621484,3.0,7.0,0.0,-41.9349,0.0146061,0.880594,0.733686,0.155111,0.64898,0.497174,0.351576,-0.359522,1.25969,0.606815,-0.457097,0.315823,1.01566,-1.20594,0.464748,-0.485107,0.209958,-1.17273,-2.20321,0.124865,0.569459,1.54516,0.0117203,-1.22305,0.447309,-0.00581868,1.20877,-1.8836,-0.972995,1.83882,-1.06854,-1.02134,0.881993,0.498623
119,43.4269,0.992472,0.621484,3.0,7.0,0.0,-40.0458,0.0209248,0.821644,0.81781,0.125935,0.725087,0.571503,0.142325,-0.139278,1.38571,0.512982,-0.597352,0.251558,0.887925,-1.22872,0.536928,-0.402299,0.446961,-1.27346,-2.18176,0.0190716,0.508677,1.68741,-0.0287921,-1.14178,0.562862,-0.169448,1.13442,-1.88127,-1.08026,1.77721,-1.04072,-0.911675,0.882113,0.671818
120,43.2472,0.995638,0.621484,3.0,7.0,0.0,-41.9619,-0.0335304,0.858005,0.738631,0.151883,0.604593,0.454551,0.260368,-0.364372,1.21583,0.532694,-0.524909,0.250966,0.929883,-1.24253,0.422186,-0.512748,0.200289,-1.22368,-2.21824,0.0552193,0.501746,1.50028,-0.0447297,-1.24085,0.412723,-0.083988,1.12987,-1.90642,-1.02785,1.75355,-1.09799,-1.03683,0.820857,0.473615
121,44.901,0.97915,0.621484,3.0,7.0,0.0,-41.7614,0.0335141,0.835795,0.784149,0.140821,0.709578,0.557628,0.226171,-0.197132,1.34904,0.555728,-0.531571,0.286187,0.939469,-1.19795,0.524004,-0.412421,0.379537,-1.21632,-2.15933,0.069159,0.540402,1.64328,-0.000208051,-1.14639,0.535261,-0.0987467,1.16645,-1.85448,-1.02224,1.80063,-1.02814,-0.927329,0.890948,0.624207
122,46.3289,0.929567,0.621484,3.0,7.0,0.0,-42.7089,-0.0018126,0.85204,0.775486,0.129131,0.667252,0.51449,0.229216,-0.270828,1.30286,0.541407,-0.54592,0.264817,0.933777,-1.23733,0.480989,-0.464136,0.307203,-1.24247,-2.21336,0.0533142,0.520301,1.59647,-0.0277538,-1.20323,0.484892,-0.105909,1.15327,-1.90299,-1.04585,1.78993,-1.07494,-0.987429,0.862981,0.56461
